Symbol,Sector,Name,Position,Company,University,Age,Compensation,Tenure_To,Tenure_From,Work Loction,Affiliation,Gender,DOB,POB,Nationality,Bachelors_University,Bachelors Specialization,Masters_University,Masters Specialization,Performance,Parents,Father Occupation,Mother Occupation, Starting_Age,Employment History
RRC,Energy,Jeffrey L. Ventura,"Chief Executive Officer, President and Director,",Range Resources Corporation,Pennsylvania State University,55,7573775,2014,2012,"100 Throckmorton StreetFort Worth, Texas 76102United States",Matador Petroleum Corporation|Pennsylvania State University,Male,1959,,,Pennsylvania State University,BS,NA,NA,7.75,,,,53,Range Resources Corporation - Senior Vice President - ts_bot - Employment tenure | 
RTN,Industrials,William H. Swanson,"Chairman, Chief Executive Officer and Chairman of Executive Committee,",Raytheon Co.,California Polytechnic State University,64,19024036,2014,2003, a Diversity Best Practices Chief Executive Officer Diversity Leadership Award, the Institute of Industrial Engineers' Captains of Industry Award and the Six Sigma Premier Leader Award from the International Society of Six Sigma Professionals. He was selected as the Outstanding Industrial Engineering Graduate in 1972,Male,1950,,,California State University,BS,NA,NA,0.278713782,,,,53, 2003 and NextEra Energy
RHT,Information Technology,James M. Whitehurst,"Chief Executive Officer, President and Director,","Red Hat, Inc.",Rice University,45,7194336,2014,2008,"100 East Davie StreetRaleigh, North Carolina 27601United States","DigitalGlobe, Inc.|Delta Air Lines Inc.|Rice University|Harvard University|The London School of Economics and Political Science|Friedrich-Alexander-Universit?_?_t Erlangen-N?_?_rnberg",Male,1969,,,Rice University,BS,Harvard University,MBA,0.132495061,,,,39,Delta Air Lines - Chief Operating Officer - ts_bot - Employment tenure | 
REGN,Health Care,Leonard S. Schleifer,"Co-Founder, Chief Executive Officer, President, Executive Director and Ex Officio Member of Technology Committee,","Regeneron Pharmaceuticals, Inc.",University of Virginia,60,30047097,2014,1988,"777 Old Saw Mill River RoadTarrytown, New York 10591United States",University of Virginia|Biotechnology Industry Organization,Male,1954,,,Cornell University,BS,University Of Virginia,PhD,0.244243613,,,,34,
RF,Financials,O. B. Grayson Hall Jr.,"Chairman, Chief Executive Officer and President,",Regions Financial Corporation,"Stonier School of Banking, University of Pennsylvania",56,10314425,2014,2010,"1900 Fifth Avenue NorthBirmingham, Alabama 35203United States","AmSouth Bancorporation|Stonier School of Banking, University of Pennsylvania|Zep, Inc.",Male,1958,,,NA,NA,NA,NA,-1.151780385,,,,52,
RSG,Industrials,Donald W. Slager,"Chief Executive Officer, President, Principal Operations Officer and Director,","Republic Services, Inc.","J.L. Kellogg School of Management, Northwestern University",51,7179911,2014,2011,"18500 North Allied WayPhoenix, Arizona 85054United States","Allied Waste Industries, Inc.|Browning-Ferris Industries, Inc.|UTi Worldwide Inc.|J.L. Kellogg School of Management, Northwestern University",Male,1963,,,Northwestern University,BBA,NA,NA,0.019375517,,,,48,Allied Waste Industries - President - ts_bot - Employment tenure | 
RAI,Consumer Staples,Daniel M. Delen,"Chief Executive Officer, President and Director,",Reynolds American Inc.,Washington State University-Pullman,47,10452206,2014,2011,"401 North Main StreetWinston-Salem, North Carolina 27101United States",R.J. Reynolds Tobacco Company|Washington State University-Pullman,Male,1967,United States of America,United States of America,Washington University,BA,NA,NA,0.167559524,,,,44,Reynolds American - President - ts_bot - Employment tenure | Reynolds American - Chief Executive Officer - ts_bot - Employment tenure | 
RHI,Industrials,Harold Max Messmer Jr.,"Chairman, Chief Executive Officer and Member of Executive Committee,",Robert Half International Inc.,New York University School Of Law,66,8590608,2014,1987,"2884 Sand Hill RoadMenlo Park, California 94025United States","First Interstate Bancorp|Airborne, Inc.|HCP, Inc.|Spieker Properties, Inc.|Spieker Properties LP|Loyola University of Chicago|Eisenhower Medical Center, Inc.|Robert Half Technology, Inc.|New York University School Of Law|Accountemps, Inc.|OfficeTeam Inc.|Robert Half Management Resources, Inc.",Male,1948,,,Loyola University,BA,New York University,JD,1.648060535,,,,39,
ROK,Industrials,Keith D. Nosbusch,"Chairman, Chief Executive Officer and President,",Rockwell Automation Inc.,University of Wisconsin,62,6301430,2014,2004,"1201 South 2nd StreetMilwaukee, Wisconsin 53204United States","The Manitowoc Company, Inc.|University of Wisconsin - Madison|Allen-Bradley Company|University of Wisconsin, Milwaukee|Teledyne Scientific & Imaging, LLC|Manufacturers Alliance for Productivity and Innovation, Inc.",Male,1952,United States of America,United States of America,University of Wisconsin,BS,University of Wisconsin,MBA,0.185969888,,,,52,Rockwell Automation - netflixbot - Employment tenure | 
COL,Industrials,Robert K. Ortberg,"Chief Executive Officer, President and Director,",Rockwell Collins Inc.,University of Iowa,53,4531331,2014,2013,"400 Collins Road N.E.Cedar Rapids, Iowa 52498United States",Caterpillar Global Mining LLC|University of Iowa,Male,1961,,,University of Iowa,BS,NA,NA,0,,,,52,
ROP,Industrials,Brian D. Jellison,"Chairman, Chief Executive Officer, President and Chairman of Executive Committee,",Roper Industries Inc.,NA,67,18085705,2014,2001,"6901 Professional Parkway EastSarasota, Florida 34240United States","Champion Enterprises Inc.|Ingersoll-Rand Plc|Architectural Hardware Group|Northern Digital, Inc.|Ingersoll-Rand Company (New Jersey)",Male,1947,,,NA,NA,NA,NA,0.332991954,,,,54,Roper Industries - Chief Executive Officer - ts_bot - Employment tenure | Roper Industries - President - ts_bot - Employment tenure | 
ROST,Consumer Discretionary,Michael   Balmuth,"Vice Chairman and Chief Executive Officer,",Ross Stores Inc.,NA,62,6231026,2014,1996,"4440 Rosewood DrivePleasanton, California 94588United States",,Male,1952,,,NA,NA,NA,NA,0.192917925,,,,44,Ross Stores - Vice Chair - ts_bot - Employment tenure | Ross Stores - President - ts_bot - Employment tenure | Ross Stores - Chief Executive Officer - ts_bot - Employment tenure | 
RDC,Energy,W. Matt Ralls,"Chief Executive Officer, Director and Chairman of Executive Committee,",Rowan Companies plc,The University of Texas System,63,7597919,2014,2009,"2800 Post Oak BoulevardHouston, Texas 77056United States","GlobalSantaFe Corporation|Superior Energy Services, Inc.|Cabot Oil & Gas Corporation|Enterprise GTM Holdings L.P.|The University of Texas System|Enterprise Products Partners L.P.|Enterprise Products Operating LLC|The University of Texas, Austin|Enterprise Products GP LLC|Enterprise ETE LLC|Complete Production Services, Inc.|Enterprise Products Holdings LLC|El Paso Pipeline Partners, L.P.|El Paso Pipeline GP Company, L.L.C.",Male,1951,,,University of Texas,BS,University of Texas,MBA,0.246313208,,,,58,GlobalSantaFe Corporation - Chief Operating Officer - ts_bot - Employment tenure | GlobalSantaFe Corporation - Executive Vice President - ts_bot - Employment tenure | 
R,Industrials,Robert E. Sanchez,"Chairman, Chief Executive Officer and President,","Ryder System, Inc.",University of Miami,48,4362587,2014,2013,"11690 NW 105th StreetMiami, Florida 33178United States",Texas Instruments Inc.|University of Miami|University of Pennsylvania - The Wharton School,Male,1966,,,University of Miami,BS,Wharton University,MBA,0,,,,47,Ryder - Executive Vice President - ts_bot - Employment tenure | 
SWY,Consumer Staples,Robert L. Edwards,"Chief Executive Officer, President and Director,",Safeway Inc.,Brigham Young University,57,4993657,2014,2013,"5918 Stoneridge Mall RoadPleasanton, California 94588United States","Flextronics International Ltd.|Maxtor Corporation|Imation Corp.|Apogee Enterprises, Inc.|Santa Fe Pacific Pipeline|Brigham Young University|KKR Financial Holdings LLC|Spansion Inc.|Blackhawk Network Holdings, Inc.",Male,1957,,,Brigham Young University,BS,Brigham Young University,MBA,0,,,,56,
CRM,Information Technology,Marc   Benioff,"Co-Founder, Chairman and Chief Executive Officer,","Salesforce.com, Inc",University of Southern California,48,22100904,2014,2001,"The Landmark @ One MarketSan Francisco, California 94105United States","Cisco Systems, Inc.|Oracle Corporation|DW Data, Inc.|Nextera Enterprises Inc.|University of Southern California|TechNet|GrandCentral Communications, Inc.|Loyalty Lab, Inc.|Keas Inc.|Committee Encouraging Corporate Philanthropy|Cloudwords, Inc.",Male,1966,United States of America,United States of America,NA,NA,NA,NA,2.835803953,,,,35,Salesforce.com - 1999 - Chief Executive Officer - 2007 - tbarker - Employment tenure | Salesforce.com - Chairman - ts_bot - Employment tenure | Oracle Corporation - Freebase Data Team - Employment tenure | 
SNDK,Information Technology,Sanjay   Mehrotra,"Co-Founder, Chief Executive Officer, President, Director and Member of Special Option Committee,",SanDisk Corp.,University of California Berkeley,54,6666236,2014,2011,"951 SanDisk DriveMilpitas, California 95035United States","Cavium, Inc.|SanDisk Limited|University of California Berkeley",Male,1960,,United States of America | India,University of California,BS,University of California,MS,0.486866628,,,,51,SanDisk - President and Chief Operating Officer - piston6honda - Employment tenure | SanDisk - Executive Vice President - ts_bot - Employment tenure | SanDisk - Chief Operating Officer - ts_bot - Employment tenure | 
SCG,Utilities,Kevin B. Marsh,"Chairman, Chief Executive Officer, President, Chief Operating Officer, Chairman of Executive Committee, Chairman of South Carolina Electric & Gas Company, Chief Executive Officer of South Carolina Electric & Gas Company and Director of South Carolina Electric & Gas Company ,",SCANA Corp.,University of Georgia,57,5234487,2014,2011,"100 Scana ParkwayCayce, South Carolina 29033United States","Public Service Company of North Carolina, Incorporated|First Citizens Bancorp., Inc.|South Carolina Electric & Gas Company|University of Georgia",Male,1957,,United States of America,NA,NA,NA,NA,0.068398269,,,,54,SCANA - Chief Operating Officer - ts_bot - Employment tenure | SCANA - President - ts_bot - Employment tenure | 
SLB,Energy,Paal   Kibsgaard,"Chief Executive Officer and Director,",Schlumberger Limited,Norwegian University of Science and Technology,45,22837540,2014,2011,"5599 San FelipeHouston, Texas 77056United States",Norwegian University of Science and Technology,Male,1969,,,NA,NA,NA,NA,0.174436765,,,,42,Schlumberger - Vice President - ts_bot - Employment tenure | 
SCHW,Financials,Walter W. Bettinger II,"Chief Executive Officer, President, Director and Member of Policy Committee,",The Charles Schwab Corporation,Ohio University,53,12726488,2014,2008, 2007. From 2004 to 2007, he served as an Executive Vice President and President,Male,1961,,,NA,NA,NA,NA,0.032939382,,,,47,"211 Main StreetSan Francisco, California 94105United States"
SNI,Consumer Discretionary,Kenneth W. Lowe,"Chairman, Chief Executive Officer, President and Chairman of Executive Committee,","Scripps Networks Interactive, Inc.",University of North Carolina,62,7236838,2014,2008,"9721 Sherrill BoulevardKnoxville, Tennessee 37932United States","The E. W. Scripps Company|Shopzilla, Inc.|Fifth Third Bancorp|University Of North Carolina At Chapel Hill|The Associated Press, Inc.|Fifth Third Bank|National Cable & Telecommunications Association",Male,1952,,,NA,NA,NA,NA,2.569477483,,,,56,
STX,Information Technology,Stephen J. Luczo,"Chairman, Chief Executive Officer and President,",Seagate Technology Public Limited Company,The Board of Trustees of The Leland Stanford Junior University,56,19758406,2014,2009,"38/39 Fitzwilliam SquareDublin, Co. Dublin 2Ireland","Microsoft Corporation|Cipher Data Products, Inc.|Cobalt Networks, Inc.|Gadzoox Networks, Inc.|VERITAS Software Technology Corporation|Veritas Software Corp.|XIO|E2open, Inc.|The Board of Trustees of The Leland Stanford Junior University|Crystal Decisions Inc.|Stanford Graduate School of Business|Luczo Dragon Racing, LLC",Male,1958,United States of America,United States of America,Stanford University,BS,NA,NA,0.884820978,,,,51,Seagate Technology - Freebase Data Team - Employment tenure | 
SEE,Materials,Jerome A. Peribere,"Chief Executive Officer, President and Director,",Sealed Air Corporation,Institut D??_??__???_tudes Politiques De Paris,58,8301837,2014,2013,"200 Riverfront BoulevardElmwood Park, New Jersey 07407United States","Bank of Montreal|Dow AgroSciences LLC|The Dow Chemical Company|Dow Agrosciences Industrial Ltda.|BioCrossroads|Institut D??_??__???_tudes Politiques De Paris|World Wide Wheat, L.L.C.|Xylem Inc.",Male,1956,,,NA,NA,NA,NA,0,,,,57,
SRE,Utilities,Debra L. Reed,"Chairman, Chief Executive Officer and Chairman of Executive Committee,",Sempra Energy,University of Southern California,57,9792288,2014,2011,"101 Ash StreetSan Diego, California 92101United States","Genentech, Inc.|Halliburton Company|Avery Dennison Corporation|Dominguez Services Corp.|Pacific Enterprises Inc.|University of Southern California|San Diego Gas & Electric Company|Southern California Gas Co.|American Gas Association|Sempra LNG|RBS Sempra Commodities LLP|San Diego Regional Economic Development Corporation|Infraestructura Energ?_??_?tica Nova, S.A.B. de C.V.",Female,1957,,,NA,NA,NA,NA,-0.108061101,,,,54,
SHW,Consumer Discretionary,Christopher M. Connor,"Chairman and Chief Executive Officer,",The Sherwin-Williams Company,NA,56,10817347,2014,1999,"101 West Prospect AvenueCleveland, Ohio 44115United States","National City Corporation|Eaton Corporation plc|Diebold, Incorporated|BioEnterprise Corporation|National City Bank|Sherwin-Williams Canada Inc.|The Federal Reserve Bank of Cleveland|Greater Cleveland Partnership",Male,1958,,,NA,NA,NA,NA,1.243420788,,,,41,Sherwin-Williams - Chief Executive Officer - ts_bot - Employment tenure | Sherwin-Williams - Chairman - ts_bot - Employment tenure | 
SIAL,Materials,Rakesh   Sachdev,"Chief Executive Officer, President and Director,",Sigma-Aldrich Corporation,University of Illinois-Urbana-Champaign,57,10516805,2014,2010,"3050 Spruce StreetSt. Louis, Missouri 63103United States","Regal Beloit Corporation|Meritor, Inc.|University of Illinois-Urbana-Champaign|Indiana University, Bloomington|Federal Reserve Bank Of St. Louis|Indian Institute of Technology, Delhi|IIT Council|Automotive Axles Ltd.",Male,1957,India,United States of America,"IIT, Delhi",BS,Indiana University,MBA,0.094223876,,,,53,"Meritor, Inc. - Senior Vice President - ts_bot - Employment tenure | "
SPG,Financials,David E. Simon,"Chairman and Chief Executive Officer,",Simon Property Group Inc.,Columbia University,52,15695528,2014,1995,"225 West Washington StreetIndianapolis, Indiana 46204United States","First Health Group Corp.|Q Interactive, Inc.|Klepierre SA|Columbia Business School|Columbia University|Simon Property Group, L.P.|Real Estate Roundtable, The|Indiana University System|Flexis Capital LLC|SPG SpinCo Subsidiary Inc.",Male,1962,,United States of America,Indiana University,BS,Columbia University,MBA,0.183998573,,,,33,
SLM,Financials,John F. Remondi,"Chief Executive Officer, President, Chief Operating Officer, Principal Accounting Officer and Director,",SLM Corporation,Connecticut College,51,4466200,2014,2013,"300 Continental DriveNewark, Delaware 19713United States","Nellie Mae Corporation|PAR Capital Management, Inc.|Sallie Mae, Inc.|Connecticut College|CubeSmart|CubeSmart, L.P.|Xaverian Brothers High School, Inc.",Male,1963,,United States of America,NA,NA,NA,NA,0,,,,50,
SJM,Consumer Staples,Richard K. Smucker,"Chief Executive officer and Director,",The J. M. Smucker Company,University of Pennsylvania,65,6813841,2014,2011,"One Strawberry LaneOrrville, Ohio 44667United States",International Multifoods Corp.|The Sherwin-Williams Company|Wm. Wrigley Jr. Company|The Federal Reserve Bank of Cleveland,Male,1949,,United States of America,Miami University,BS,University of Pennsylvania,MBA,0.116998115,,,,62,The J.M. Smucker Company - President - ts_bot - Employment tenure | 
SNA,Consumer Discretionary,Nicholas T. Pinchuk,"Chairman, Chief Executive Officer and President,",Snap-on Inc.,Harvard University,66,8632946,2014,2007,"2801 80th StreetKenosha, Wisconsin 53143United States","Harvard University|Columbus McKinnon Corporation|Carrier Corporation|Harvard University|Rensselaer Polytechnic Institute|Snap-on Business Solutions, Inc.|Crane Equipment & Service, Inc.|Manufacturers Alliance for Productivity and Innovation, Inc.|Wisconsin Manufacturers & Commerce",Male,1948,,,Rensselaer Polytechnic Inistitute,BS,Harvard University,MBA,0.163847381,,,,59,Snap-on - Senior Vice President - ts_bot - Employment tenure | 
SO,Utilities,Thomas A. Fanning,"Chairman, Chief Executive Officer and President,",Southern Company,Harvard University,56,13035348,2014,2010,"30 Ivan Allen Jr Boulevard NWAtlanta, Georgia 30308United States","The St. Joe Company|Georgia Power Co.|Harvard University|Alabama Power Co.|Electric Power Research Institute, Inc.|Southern Power Company|Mississippi Power Co.|Gulf Power Company|Southern Company Services, Inc.|Georgia Institute of Technology|Southern Nuclear Operating Company, Inc.|IMD International|Southern Company Energy Solutions, LLC|Federal Reserve Bank of Atlanta|Colgate W. Darden Graduate School of Business Administration",Male,1958,United States of America,United States of America,NA,NA,NA,NA,-0.057352723,,,,52,Southern Company - Chief Financial Officer - ts_bot - Employment tenure | 
LUV,Industrials,Gary C. Kelly,"Chairman, Chief Executive Officer, President and Chairman of Executive Committee,",Southwest Airlines Co.,The University of Texas System,58,4036167,2014,2004,"PO Box 36611Dallas, Texas 75235United States","Jefferson-Pilot Corporation|AirTran Holdings, LLC|The University of Texas System|Lincoln National Corporation|AirTran Airways, Inc.|Air Transport Association Of America|Red McCombs School of Business",Male,1956,United States of America,United States of America,NA,NA,NA,NA,0.584130586,,,,48,Southwest Airlines - Vice Chair - ts_bot - Employment tenure | Southwest Airlines - Chief Executive Officer - ts_bot - Employment tenure | 
SWN,Energy,Steven L. Mueller,"Chief Executive Officer, President and Director,",Southwestern Energy Co.,Colorado School of Mines,60,10451645,2014,2009,"2350 North Sam Houston Parkway EastHouston, Texas 77032United States",The Houston Exploration Company|Colorado School of Mines,Male,1954,,,NA,NA,NA,NA,-5.587145792,,,,55,Houston Exploration - Senior Vice President - ts_bot - Employment tenure | 
SE,Energy,Gregory L. Ebel,"Chief Executive Officer, President and Director,",Spectra Energy Corp.,York University,49,8300743,2014,2009,"5400 Westheimer CourtHouston, Texas 77056United States","Duke Energy Corporation|Westcoast Energy Inc.|DCP Midstream LLC|Union Gas Limited|The Mosaic Company|Harvard University|Spectra Energy Capital, LLC|Verizon Florida Inc.|York University|Wellington Financial LP|Spectra Energy Income Fund|Esrey Energy Ltd.|Spectra Energy Facilities LP|Spectra Energy Partners, LP|Spectra Energy Partners GP, LLC",Male,1965,Canada,Canada,NA,NA,NA,NA,0.054472976,,,,44,Spectra Energy - Chief Financial Officer - ts_bot - Employment tenure | 
STJ,Health Care,Daniel J. Starks,"Chairman, Chief Executive Officer and President,",St. Jude Medical Inc.,University of Minnesota,58,9670413,2014,2004,"One St. Jude Medical DriveSaint Paul, Minnesota 55117United States","Urologix, Inc.|St. Jude Medical, Atrial Fibrillation Division, Inc.",Male,1956,,,NA,NA,NA,NA,0.159647125,,,,48,
SWK,Consumer Discretionary,John F. Lundgren,"Chairman, Chief Executive Officer and Chairman of Executive Committee,","Stanley Black & Decker, Inc.",Dartmouth College,61,10667162,2014,2004,"1000 Stanley DriveNew Britain, Connecticut 06053United States","Callaway Golf Co.|Fort James Corporation|The Board of Trustees of The Leland Stanford Junior University|Georgia-Pacific LLC|CRC-Evans Pipeline International, Inc.|Dartmouth College|Black & Decker India Private Limited",Male,1953,,,NA,NA,NA,NA,0.117896079,,,,51,"Stanley Black & Decker, Inc. - Chief Executive Officer - ts_bot - Employment tenure | "
SPLS,Consumer Discretionary,Ronald L. Sargent,"Chairman of The Board, Chief Executive Officer and Chairman of Executive Committee,","Staples, Inc.",Harvard University,57,6474604,2014,2002,"Five Hundred Staples DriveFramingham, Massachusetts 01702United States","Aramark Corporation, Prior to merger with Aramark Services, Inc.|Mattel, Inc.|Yankee Holding Corp.|Staples.com|Corporate Express B.V.|The Home Depot, Inc.|The Kroger Co.|ARAMARK Corporation|Harvard University|Staples Contract and Commercial, Inc.|Boys & Girls Clubs of America, Inc.|Harvard College|Five Below, Inc.|Staples Foundation for Learning, Inc.",Male,1957,,,NA,NA,NA,NA,0.098400312,,,,45,
SBUX,Consumer Discretionary,Howard D. Schultz,"Founder, Chairman, Chief Executive Officer and President,",Starbucks Corporation,Northern Michigan University,60,17242507,2014,2008,"2401 Utah Avenue SouthSeattle, Washington 98134United States","Maveron LLC|drugstore.com, inc.|eBay Inc.|NeuroMetrix Inc.|Potbelly Corporation|Northern Michigan University|Seattle's Best Coffee LLC|Starbucks Coffee International, Inc.|DreamWorks Animation SKG Inc.|Starbucks Coffee Singapore Pte. Ltd.|Pinkberry, Inc.|Maveron Equity Partners IV, L.P.|Groupon, Inc.|Square, Inc.",Male,1954,United States of America,United States of America,NA,NA,NA,NA,0.20218,,,,54,
HOT,Consumer Discretionary,Frits D. van Paasschen,"Chief Executive Officer, President and Director,",Starwood Hotels & Resorts Worldwide Inc.,Harvard University,52,10913694,2014,2007,"One StarPointStamford, Connecticut 06902United States","Oakley, Inc.|Molson Coors Brewing Company|Nike, Inc.|The Jones Group Inc.|Barclays PLC|Starwood Vacation Ownership, Inc.|Coors Brewing Company, Inc.|Le M?_??_?ridien Hotels and Resorts Limited|Harvard University|Barclays Bank PLC|Amherst College|Sheraton Hotels & Resorts, Inc.",Male,1962,,United States of America,Amherst College,BA,Harvard University,MBA,0.721433495,,,,45,
STT,Financials,Joseph L. Hooley,"Chairman, Chief Executive Officer, President, Chairman of Executive Committee and Member of Risk & Capital Committee,",State Street Corporation,Boston College,56,15841234,2014,2010,"State Street Financial CenterBoston, Massachusetts 02111United States",Boston College,Male,1958,,United States of America,Boston University,BS,NA,NA,0.144905546,,,,52,State Street Corporation - Vice Chair - ts_bot - Employment tenure | 
SRCL,Industrials,Charles A. Alutto,"Chief Executive Officer, President and Director,","Stericycle, Inc.",St. John's University,47,4039266,2014,2013,"28161 North Keith DriveLake Forest, Illinois 60045United States",St. John's University|Providence College,Male,1967,,,Providence College,BS,St. John's University,MBA,0,,,,46,
SYK,Health Care,Kevin A. Lobo,"Chief Executive Officer, President and Director,",Stryker Corporation,McGill University,48,8436919,2014,2012,"2825 Airview BoulevardKalamazoo, Michigan 49002United States",Orthovita Inc.|Howmedica Osteonics Corporation|Parker-Hannifin Corporation|University of Toronto|McGill University,Male,1966,,,McGill University,BS,University of Toronto,MBA,-0.224188791,,,,46,
STI,Financials,William Henry Rogers Jr.,"Chairman, Chief Executive Officer, President and Chairman of Executive Committee,","SunTrust Banks, Inc.",University Of North Carolina At Chapel Hill,55,5943602,2014,2011,"303 Peachtree Street, N.E.Atlanta, Georgia 30308United States","Books-A-Million Inc.|University Of North Carolina At Chapel Hill|RidgeWorth Capital Management, Inc.|Georgia State University|Federal Reserve Bank of Atlanta",Male,1959,,,University of North Carolina,BBA,Georgia State University,MBA,1.245229064,,,,52,
SYMC,Information Technology,Stephen M. Bennett,"Chief Executive Officer, President and Director,",Symantec Corporation,University of Wisconsin - Madison,59,12996588,2014,2012,"350 Ellis StreetMountain View, California 94043United States","Intuit Inc.|QUALCOMM Incorporated|Oracle America, Inc.|Internet Patents Corporation|American Airlines Group Inc.|University of Wisconsin - Madison|American Airlines, Inc.|Vertafore, Inc.|Sojern Inc.|Nemean Networks, LLC",Male,1955,,,University Of Wisconsin,BS,NA,NA,-0.111111111,,,,57,
SYY,Consumer Staples,William J. DeLaney III,"Chief Executive Officer, President, Director, Member of Executive Committee and Member of Finance Committee,",Sysco Corporation,University of Notre Dame,57,10885989,2014,2009,"1390 Enclave ParkwayHouston, Texas 77077United States","Express Scripts Holding Company|University of Notre Dame|University of Pennsylvania - The Wharton School|Sysco Charlotte, LLC|Express Scripts, Inc.",Male,1957,,,University of Notre Dame,BS,Wharton University,MBA,-0.165936561,,,,52,"Sysco - 2007-07-01 - Executive Vice President and Chief Financial Officer - tina526 - Employment tenure | Sysco - 2006-12 - Senior Vice President, Financial Reporting - tina526 - Employment tenure | Sysco - 2004 - President and Chief Executive Officer, Charlotte Operation - 2006 - tina526 - Employment tenure | Sysco - 2002 - Executive Vice President, Syracuse Operation - tina526 - Employment tenure | Sysco - 1998 - Senior Vice President, Syracuse Operation - ts_bot - Employment tenure | Sysco - 1996 - Chief Financial Officer, Syracuse Operation - tina526 - Employment tenure | Sysco - 1993 - Vice President - 1994 - tina526 - Employment tenure | Sysco - 1991 - Treasurer - tina526 - Employment tenure | Sysco - 1987 - Assistant Treasurer - tina526 - Employment tenure | "
TROW,Financials,James Aloysius Charles Kennedy CFA,"Chief Executive Officer, President, Director , Chairman of Executive Committee and President of T Rowe Price Associates Inc,","T. Rowe Price Group, Inc.",Princeton University,59,8501917,2014,2007,"100 East Pratt StreetBaltimore, Maryland 21202United States","1608557 Ontario Inc.|Princeton University|T. Rowe Price International, Inc.|Stanford Graduate School of Business|T Rowe Price Health Sciences Fund, Inc. - T. Rowe Price Health Sciences Fund|T. Rowe Price Media & Telecommunications Fund, Inc|T. Rowe Price New Horizons Fund, Inc.|T. Rowe Price Associates, Inc.|T. Rowe Price Balanced Fund, Inc.|T. Rowe Price Blue Chip Growth Fund|T. Rowe Price Capital Appreciation Fund Inc.|T. Rowe Price Capital Opportunity Fund Inc.|T. Rowe Price Corporate Income Fund, Inc. - T. Rowe Price Corporate Income Fund|T. Rowe Price Dividend Growth Fund Inc.|T. Rowe Price Equity Income Fund|T. Rowe Price GNMA Fund - T. Rowe Price GNMA Fund|T. Rowe Price Growth Stock Fund, Inc. - T. Rowe Price Growth Stock Fund, Inc.|T. Rowe Price Financial Services Fund Inc|T. Rowe Price Mid-Cap Value Fund, Inc.|T. Rowe Price Diversified Small-Cap Growth Fund Inc|T. Rowe Price Mid-Cap Growth Fund|T. Rowe Price Growth & Income Fund Inc.|T. Rowe Price High Yield Fund Inc. - T. Rowe Price High Yield Fund|T. Rowe Price New America Growth Fund|T. Rowe Price New Era Fund|T. Rowe Price U.S. Bond Enhanced Index Fund, Inc. - T. Rowe Price U.S. Bond Enhanced Index Fund, Inc|T. Rowe Price International Ltd.|T. Rowe Price Global Asset Management Limited",Male,1955,,,Princeton University,BA,Stanford University,MBA,0.110634915,,,,52,
TGT,Consumer Discretionary,Gregg W. Steinhafel,"Chairman, Chief Executive Officer and President,",Target Corp.,Kellogg School of Management,58,20647464,2014,2009,"1000 Nicollet MallMinneapolis, Minnesota 55403United States","Toro Co.|Carroll University, Inc.|J.L. Kellogg School of Management, Northwestern University|Retail Industry Leaders Association|National Museum of African American History and Culture",Male,1956,,,Carroll University,BS,Kellogg University,MBA,0.123010533,,,,53,
TEL,Information Technology,Thomas J. Lynch,"Chairman and Chief Executive Officer,",TE Connectivity Ltd.,Rider University,58,10473028,2014,2006,"Rheinstrasse 20Schaffhausen, Schaffhausen 8200Switzerland","Entera, Inc.|General Instrument Corporation|Thermo Fisher Scientific, Inc.|Motorola Solutions, Inc.|Tyco International Ltd.|Aerocast Inc.|Rider University|US-China Business Council, Inc.|Precision Interconnect LLC|Tyco Electronics Group S.A.",Male,1956,,,Rider University,BS,NA,NA,0.187607935,,,,50,TE Connectivity Ltd. - Chief Executive Officer - ts_bot - Employment tenure | Tyco International - ts_bot - Employment tenure | 
TE,Utilities,John B. Ramil,"Chief Executive Officer, President, Director and Member of Finance Committee,","TECO Energy, Inc.",University of South Florida,57,4873261,2014,2010,"TECO PlazaTampa, Florida 33602United States","Blue Cross and Blue Shield of Florida, Inc.|Tampa Electric Company|University of Georgia|University of South Florida|TECO Coal Corporation|Enterprise Florida, Inc.|University of Pennsylvania - The Wharton School",Male,1957,,,University of South Florida,BA,NA,NA,2.752539683,,,,53,TECO Energy Company - President - ts_bot - Employment tenure | TECO Energy Company - Chief Operating Officer - ts_bot - Employment tenure | 
THC,Health Care,Trevor   Fetter,"Chief Executive Officer, President, Director and Member of Executive Committee,",Tenet Healthcare Corp.,Harvard University,53,22734127,2014,2003,"1445 Ross AvenueDallas, Texas 75202United States","Santa Barbara Technology Group, LLC|The Board of Trustees of The Leland Stanford Junior University|The Hartford Financial Services Group, Inc.|Harvard University|The Broadlane Group, Inc.",Male,1961,United States of America,United States of America,Stanford University,BS,Harvard University,MBA,0.768120235,,,,42,Tenet Healthcare - Chief Executive Officer - ts_bot - Employment tenure | Tenet Healthcare - President - ts_bot - Employment tenure | 
TDC,Information Technology,Michael F. Koehler,"Chief Executive Officer, President, Director and Member of Executive Committee,",Teradata Corporation,University of Delaware,60,6271147,2014,2007,"10000 Innovation DriveDayton, Ohio 45342United States","NCR Corp.|The Hertz Corporation|University of Delaware|Hertz Global Holdings, Inc.",Male,1954,United States of America,United States of America,University of Delaware,BBA,NA,NA,0.427198578,,,,53,
